parent_product_id	product_id	min_guest_num	max_guest_num	upgrade	departure
	5020	1	3	[]	[]
17649	113	1	4	[{"product_option_id":"43","product_option_value_id":"203","pod_name":"主题公园","povd_name":"迪士尼乐园"},{"product_option_id":"43","product_option_value_id":"204","pod_name":"主题公园","povd_name":"加州冒险乐园(无导游陪同进园)"},{"product_option_id":"1328343180","product_option_value_id":"34173","pod_name":"洛杉矶酒店升级","povd_name":"不升级"},{"product_option_id":"1328344035","product_option_value_id":"39057","pod_name":"人数","povd_name":"1人"},{"product_option_id":"1328344035","product_option_value_id":"39058","pod_name":"人数","povd_name":"2人"},{"product_option_id":"1328344035","product_option_value_id":"39059","pod_name":"人数","povd_name":"3人"},{"product_option_id":"1328344035","product_option_value_id":"39060","pod_name":"人数","povd_name":"更多"}]	[]
	4104	1	4	[]	[]
	112	1	2	[{"product_option_id":"1328342967","product_option_value_id":"33132","pod_name":"司机及导游服务费","povd_name":"司机及导游服务费"}]	[{"time":"2:45pm","region":"Los Angeles","address":"富勒顿皇冠假日酒店The Hotel Fullerton ( Former- Crowne Plaza)(仅限酒店住宿客人)","full_address":"1500 S Raymond Ave, Fullerton, CA 92831"},{"time":"2:45pm","region":"San Gabriel Valley","address":"最佳西方集团 (Best Western Executive)","full_address":"18880 Gale Ave, Rowland Heights , CA, USA 91748"},{"time":"3:00pm","region":"Los Angeles","address":"豪生酒店 (Howard Johnson Hotel)","full_address":"222 W. Houston Ave., Fullerton, CA 92832"},{"time":"3:00pm","region":"Los Angeles","address":"Pacific Palm Resort(仅限酒店住宿客人)","full_address":"1 Industry Hills Pkwy, La Puente, CA"},{"time":"3:15pm","region":"Los Angeles","address":"拉米拉达市假日酒店 (Holiday Inn la Mirada)(仅限酒店住宿客人)","full_address":"14299 Firestone Blvd, La Mirada, CA, USA 90638"},{"time":"3:15pm","region":"San Gabriel Valley","address":"希尔顿酒店 (Hilton Hotel)(仅限酒店住宿客人)","full_address":"225 West Valley Blvd.,San Gabriel, CA, USA 91776"},{"time":"3:30pm","region":"Los Angeles","address":"骑士酒店 (Knight's Inn)","full_address":"3633 N. Rosemead Blvd., Rosemead, CA 91770"},{"time":"3:30pm","region":"Los Angeles","address":"Double Tree Hotel Norwalk(仅限酒店住宿客人)","full_address":"13111 Sycamore Dr., Norwalk, CA 90650"},{"time":"4:00pm","region":"Los Angeles","address":"华泰饭店 (Comfort Suites Roesemead)","full_address":"9488 Valley Blvd., Rosemead, CA 91770"},{"time":"4:00pm","region":"Los Angeles","address":"Radisson Hotel Whittier(自01\/01\/2014起生效，仅限酒店客人)","full_address":"7320 Greenleaf Ave. Whittier, CA 90602"},{"time":"4:30pm","region":"Los Angeles","address":"中国城老年公寓 (Chinatown Senior Citizen Center)","full_address":"600 N Broadway, Los Angeles, CA, USA 90012"}]
	15000	1	1	[]	[{"time":"6:45am","region":"Los Angeles","address":"中国城老年公寓 (Chinatown Senior Citizen Center)","full_address":"600 N Broadway, Los Angeles, CA 90012"},{"time":"7:15am","region":"Los Angeles","address":"希尔顿酒店 (Hilton Hotel)(仅限酒店住宿客人)","full_address":"225 W.  Valley Blvd. San Gabriel, CA 91776"},{"time":"7:30 am","region":"Los Angeles","address":"骑士酒店 (Knight's Inn)","full_address":"3633 N. Rosemead Blvd., Rosemead, CA 91770"},{"time":"8:00am","region":"Los Angeles","address":"Radisson Hotel Whittier(仅限酒店住宿客人)","full_address":"7320 Greenleaf Ave. Whittier, CA 90602"},{"time":"8:00am","region":"Los Angeles","address":"华泰饭店 (Comfort Suites Roesemead)","full_address":"9488 Valley Blvd., Rosemead, CA 91770"},{"time":"8:30am","region":"Los Angeles","address":"Double Tree Hotel Norwalk(仅限酒店住宿客人)","full_address":"13111 Sycamore Dr., Norwalk, CA 90650"},{"time":"8:30am","region":"Los Angeles","address":"Pacific Palm Resort（仅限酒店住宿客人）","full_address":"1 Industry Hills Pkwy, La Puente, CA"},{"time":"8:40am","region":"Los Angeles","address":"假日酒店 (Holiday Inn La Mirada)(仅限酒店住宿客人)","full_address":"14299 Firestone Blvd, La Mirada, CA, 90638"},{"time":"8:45am","region":"Los Angeles","address":"最佳西方集团 (Best Western Executive)","full_address":"18880 Gale Ave, Rowland Heights , CA 91748"},{"time":"9:00am","region":"Los Angeles","address":"富勒顿皇冠假日酒店(The Hotel Fullerton)(仅限酒店住宿客人)","full_address":"1500 S. Raymond Ave. Fullerton CA 92831"},{"time":"9:10am","region":"Los Angeles","address":"豪生酒店 (Howard Johnson Hotel)","full_address":"222 W. Houston Ave., Fullerton, CA 92832"}]
	111	1	4	[]	[{"time":"10:06pm","region":"Los Angeles","address":"豪生酒店 (Howard Johnson Hotel)","full_address":"222 W Houston Ave, Fullerton, CA 92832"},{"time":"10:06pm","region":"New Jersey","address":"Ramada Plaza Hotel Newark","full_address":"160 Frontage Road, Newark NJ 07114"},{"time":"10:06pm","region":"Los Angeles","address":"Pacific Palm Resort(仅限酒店住宿客人)","full_address":"1 Industry Hills Pkwy, La Puente, CA"},{"time":"10:21pm","region":"Los Angeles","address":"假日酒店 (Holiday Inn La Mirada)(仅限酒店住宿客人)","full_address":"14299 Firestone Blvd, La Mirada, CA 90638"},{"time":"10:21pm","region":"Los Angeles","address":"阿凯迪亚99大华(99 Ranch Market)","full_address":"1300 S Golden West Ave, Arcadia, CA 91007"},{"time":"10:21pm","region":"Los Angeles","address":"希尔顿酒店 (Hilton Hotel)(仅限酒店住宿客人)","full_address":"225 W.  Valley Blvd. San Gabriel, CA 91776"},{"time":"10:36pm","region":"Los Angeles","address":"喜瑞都市99大华超市 (99 Ranch Market Cerritos)","full_address":"17713 Pioneer Blvd, Artesia, CA 90701"},{"time":"10:36pm","region":"","address":"","full_address":""},{"time":"10:36pm","region":"Los Angeles","address":"骑士酒店 (Knight's Inn)","full_address":"3633 N. Rosemead Blvd., Rosemead, CA 91770"},{"time":"10:36pm","region":"Los Angeles","address":"Double Tree Norwalk(诺沃克希尔顿逸林酒店)(仅限酒店住宿客人)","full_address":"13111 Sycamore Dr, Norwalk, CA 90650"},{"time":"11:06pm","region":"Los Angeles","address":"Radisson Hotel Whittier(仅限酒店住宿客人)","full_address":"7320 Greenleaf Ave. Whittier, CA 90602"},{"time":"11:06pm","region":"New York","address":"Chinatown","full_address":"48 Bowery St, New York, N.Y. 10013"},{"time":"11:06pm","region":"Los Angeles","address":"华泰饭店 (Comfort Suites Roesemead)","full_address":"9488 Valley Blvd., Rosemead, CA 91770"},{"time":"11:06pm","region":"Los Angeles","address":"Radisson Hotel Whittier(惠提尔市雷迪森酒店)(仅限酒店住宿客人)","full_address":"7320 Greenleaf Ave. Whittier, CA 90602"},{"time":"11:36pm","region":"Los Angeles","address":"Double Tree Hotel Norwalk（仅限酒店住宿客人）","full_address":"13111 Sycamore Dr., Norwalk, CA 90650"},{"time":"11:36pm","region":"Los Angeles","address":"Pacific Palm Resort（仅限酒店住宿客人）","full_address":"1 Industry Hills Pkwy, La Puente, CA"},{"time":"11:46pm","region":"Los Angeles","address":"假日酒店 (Holiday Inn La Mirada)(仅限酒店住宿客人)","full_address":"14299 Firestone Blvd, La Mirada, CA, 90638"},{"time":"11:51pm","region":"Los Angeles","address":"最佳西方集团 (Best Western Executive)","full_address":"18880 Gale Ave, Rowland Heights , CA 91748"},{"time":"12:06am","region":"Los Angeles","address":"富勒顿皇冠假日酒店(The Hotel Fullerton)(仅限酒店住宿客人)","full_address":"1500 S. Raymond Ave. Fullerton CA 92831"},{"time":"12:16am","region":"Los Angeles","address":"豪生酒店 (Howard Johnson Hotel)","full_address":"222 W. Houston Ave., Fullerton, CA 92832"},{"time":"9:36pm","region":"Los Angeles","address":"尔湾99大华(99 Ranch Market Irvine)","full_address":"15333 Culvor Dr, #800, Irvine, CA 92604"},{"time":"9:36pm","region":"New Jersey","address":"Edison Hotel","full_address":"1173 King George Post Rd, Edison NY 08837"},{"time":"9:51pm","region":"Los Angeles","address":"The Hotel Fullerton(仅限酒店住宿客人)","full_address":"1500 S. Raymond Ave. Fullerton CA 92831"},{"time":"9:51pm","region":"Los Angeles","address":"最佳西方集团 (Best Western Executive)","full_address":""},{"time":"9:51pm","region":"","address":"","full_address":""},{"time":"9:51pm","region":"Los Angeles","address":"中国城老年公寓 (Chinatown Senior Citizen Center)","full_address":"600 N Broadway, Los Angeles, CA 90012"},{"time":"9:56pm","region":"Brooklyn","address":"Eye Solutions(Available from March 15)","full_address":"6001 8TH Ave, Brooklyn NY 11220"},{"time":"9:56pm","region":"Los Angeles","address":"Days Inn Fountain Valley 旁的停车场","full_address":"9125 Recreation Circle, Fountain Valley"},{"time":"9:56pm","region":"New York","address":"In front of HSBC Bank","full_address":"39-10 main st Flushing NY 11354"}]
	16704	1	4	[{"product_option_id":"1328343363","product_option_value_id":"35604","pod_name":"普通接驳服务","povd_name":"1人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343363","product_option_value_id":"35607","pod_name":"普通接驳服务","povd_name":"1人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343363","product_option_value_id":"35610","pod_name":"普通接驳服务","povd_name":"2人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343363","product_option_value_id":"35613","pod_name":"普通接驳服务","povd_name":"2人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343363","product_option_value_id":"35616","pod_name":"普通接驳服务","povd_name":"3人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343363","product_option_value_id":"35619","pod_name":"普通接驳服务","povd_name":"3人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343363","product_option_value_id":"35622","pod_name":"普通接驳服务","povd_name":"4人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343363","product_option_value_id":"35625","pod_name":"普通接驳服务","povd_name":"4人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343363","product_option_value_id":"35628","pod_name":"普通接驳服务","povd_name":"5人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343363","product_option_value_id":"35631","pod_name":"普通接驳服务","povd_name":"5人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343363","product_option_value_id":"35634","pod_name":"普通接驳服务","povd_name":"6人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343363","product_option_value_id":"35637","pod_name":"普通接驳服务","povd_name":"6人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343363","product_option_value_id":"35640","pod_name":"普通接驳服务","povd_name":"7人及以上请联系我们取得报价"},{"product_option_id":"1328343363","product_option_value_id":"35643","pod_name":"普通接驳服务","povd_name":"其他接驳类型(非普通接驳服务)"},{"product_option_id":"1328343366","product_option_value_id":"35646","pod_name":"国际航班","povd_name":"1人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343366","product_option_value_id":"35649","pod_name":"国际航班","povd_name":"1人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343366","product_option_value_id":"35652","pod_name":"国际航班","povd_name":"2人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343366","product_option_value_id":"35655","pod_name":"国际航班","povd_name":"2人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343366","product_option_value_id":"35658","pod_name":"国际航班","povd_name":"3人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343366","product_option_value_id":"35661","pod_name":"国际航班","povd_name":"3人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343366","product_option_value_id":"35664","pod_name":"国际航班","povd_name":"4人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343366","product_option_value_id":"35667","pod_name":"国际航班","povd_name":"4人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343366","product_option_value_id":"35670","pod_name":"国际航班","povd_name":"5人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343366","product_option_value_id":"35673","pod_name":"国际航班","povd_name":"5人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343366","product_option_value_id":"35676","pod_name":"国际航班","povd_name":"6人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343366","product_option_value_id":"35679","pod_name":"国际航班","povd_name":"6人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343366","product_option_value_id":"35682","pod_name":"国际航班","povd_name":"7人及以上请联系我们取得报价"},{"product_option_id":"1328343366","product_option_value_id":"35685","pod_name":"国际航班","povd_name":"其他接驳类型(非国际航班)"},{"product_option_id":"1328343450","product_option_value_id":"35688","pod_name":"美国国内航班","povd_name":"1人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343450","product_option_value_id":"35691","pod_name":"美国国内航班","povd_name":"1人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343450","product_option_value_id":"35694","pod_name":"美国国内航班","povd_name":"2人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343450","product_option_value_id":"35697","pod_name":"美国国内航班","povd_name":"2人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343450","product_option_value_id":"35700","pod_name":"美国国内航班","povd_name":"3人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343450","product_option_value_id":"35703","pod_name":"美国国内航班","povd_name":"3人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343450","product_option_value_id":"35706","pod_name":"美国国内航班","povd_name":"4人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343450","product_option_value_id":"35709","pod_name":"美国国内航班","povd_name":"4人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343450","product_option_value_id":"35712","pod_name":"美国国内航班","povd_name":"5人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343450","product_option_value_id":"35715","pod_name":"美国国内航班","povd_name":"5人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343450","product_option_value_id":"35718","pod_name":"美国国内航班","povd_name":"6人(接应时间：08:30am-10:29pm)"},{"product_option_id":"1328343450","product_option_value_id":"35721","pod_name":"美国国内航班","povd_name":"6人(接应时间：10:30pm-08:29am)"},{"product_option_id":"1328343450","product_option_value_id":"35724","pod_name":"美国国内航班","povd_name":"7人及以上请联系我们取得报价"},{"product_option_id":"1328343450","product_option_value_id":"35727","pod_name":"美国国内航班","povd_name":"其他接驳类型(非美国国内航班)"},{"product_option_id":"1328343477","product_option_value_id":"35838","pod_name":"请选择其他服务","povd_name":"办理登机牌服务"},{"product_option_id":"1328343477","product_option_value_id":"35841","pod_name":"请选择其他服务","povd_name":"办理酒店入住手续"},{"product_option_id":"1328343477","product_option_value_id":"35844","pod_name":"请选择其他服务","povd_name":"暂时不需要"},{"product_option_id":"1328343717","product_option_value_id":"37335","pod_name":"随身WIFI(Pocket Wifi)","povd_name":"无需随身WIFI"},{"product_option_id":"1328343717","product_option_value_id":"37338","pod_name":"随身WIFI(Pocket Wifi)","povd_name":"一台随身WIFI(22日套餐)(价格包含押金$150\/台)"},{"product_option_id":"1328343717","product_option_value_id":"37341","pod_name":"随身WIFI(Pocket Wifi)","povd_name":"二台随身WIFI(22日套餐)(价格包含押金$150\/台)"},{"product_option_id":"1328343717","product_option_value_id":"37344","pod_name":"随身WIFI(Pocket Wifi)","povd_name":"三台随身WIFI(22日套餐)(价格包含押金$150\/台)"},{"product_option_id":"1328343717","product_option_value_id":"37347","pod_name":"随身WIFI(Pocket Wifi)","povd_name":"如需更多，请联系我们"}]	[]
	2966	1	4	[]	[{"time":"9:00am","region":"Paris","address":"巴黎十三区意大利广场 Paris Place d’Italie ,麦当劳餐厅门前 McDonalds Restaurant","full_address":"211 Boulevard Vincent Auriol, 75013 Paris"}]
17652	299	1	4	[{"product_option_id":"1328343159","product_option_value_id":"34071","pod_name":"请选择六大主题项目(任选一项)","povd_name":"好莱坞环球影城"},{"product_option_id":"1328343159","product_option_value_id":"34074","pod_name":"请选择六大主题项目(任选一项)","povd_name":"洛杉矶市区游"},{"product_option_id":"1328343159","product_option_value_id":"34077","pod_name":"请选择六大主题项目(任选一项)","povd_name":"棕榈泉购物"},{"product_option_id":"1328343159","product_option_value_id":"34080","pod_name":"请选择六大主题项目(任选一项)","povd_name":"圣地亚哥海洋世界"},{"product_option_id":"1328343159","product_option_value_id":"34083","pod_name":"请选择六大主题项目(任选一项)","povd_name":"圣地亚哥一日游"},{"product_option_id":"1328343159","product_option_value_id":"34086","pod_name":"请选择六大主题项目(任选一项)","povd_name":"迪士尼乐园\/加州冒险乐园(无导游陪同)"},{"product_option_id":"1328343177","product_option_value_id":"34161","pod_name":"请选择南峡谷或西峡谷","povd_name":"南峡谷"},{"product_option_id":"1328343177","product_option_value_id":"34164","pod_name":"请选择南峡谷或西峡谷","povd_name":"西峡谷"},{"product_option_id":"1328343180","product_option_value_id":"34173","pod_name":"洛杉矶酒店升级","povd_name":"不升级"},{"product_option_id":"1328343183","product_option_value_id":"34176","pod_name":"洛杉矶机场接机","povd_name":"国内航班 8:30am-10:00pm 免费"},{"product_option_id":"1328343183","product_option_value_id":"34179","pod_name":"洛杉矶机场接机","povd_name":"1个人 国内航班 10:01pm-11:30pm"},{"product_option_id":"1328343183","product_option_value_id":"34182","pod_name":"洛杉矶机场接机","povd_name":"2个人 国内航班 10:01pm-11:30pm"},{"product_option_id":"1328343183","product_option_value_id":"34185","pod_name":"洛杉矶机场接机","povd_name":"3个人 国内航班 10:01pm-11:30pm"},{"product_option_id":"1328343183","product_option_value_id":"34188","pod_name":"洛杉矶机场接机","povd_name":"4个人 国内航班 10:01pm-11:30pm"},{"product_option_id":"1328343183","product_option_value_id":"34191","pod_name":"洛杉矶机场接机","povd_name":"5个人 国内航班 10:01pm-11:30pm"},{"product_option_id":"1328343183","product_option_value_id":"34194","pod_name":"洛杉矶机场接机","povd_name":"6个人 国内航班 10:01pm-11:30pm"},{"product_option_id":"1328343183","product_option_value_id":"34197","pod_name":"洛杉矶机场接机","povd_name":"国内航班 如人数更多则需要报价"},{"product_option_id":"1328343183","product_option_value_id":"34200","pod_name":"洛杉矶机场接机","povd_name":"国际航班 8:30am-9:30pm 免费"},{"product_option_id":"1328343183","product_option_value_id":"34203","pod_name":"洛杉矶机场接机","povd_name":"1个人 国际航班 9:31pm-11:30pm"},{"product_option_id":"1328343183","product_option_value_id":"34206","pod_name":"洛杉矶机场接机","povd_name":"2个人 国际航班 9:31pm-11:30pm"},{"product_option_id":"1328343183","product_option_value_id":"34209","pod_name":"洛杉矶机场接机","povd_name":"3个人 国际航班 9:31pm-11:30pm"},{"product_option_id":"1328343183","product_option_value_id":"34212","pod_name":"洛杉矶机场接机","povd_name":"4个人 国际航班 9:31pm-11:30pm"},{"product_option_id":"1328343183","product_option_value_id":"34215","pod_name":"洛杉矶机场接机","povd_name":"5个人 国际航班 9:31pm-11:30pm"},{"product_option_id":"1328343183","product_option_value_id":"34218","pod_name":"洛杉矶机场接机","povd_name":"6个人 国际航班 9:31pm-11:30pm"},{"product_option_id":"1328343183","product_option_value_id":"34221","pod_name":"洛杉矶机场接机","povd_name":"国际航班 如人数更多则需要报价"}]	[]
	4104	1	4	[]	[]
	15000	1	1	[]	[{"time":"6:45am","region":"Los Angeles","address":"中国城老年公寓 (Chinatown Senior Citizen Center)","full_address":"600 N Broadway, Los Angeles, CA 90012"},{"time":"7:15am","region":"Los Angeles","address":"希尔顿酒店 (Hilton Hotel)(仅限酒店住宿客人)","full_address":"225 W.  Valley Blvd. San Gabriel, CA 91776"},{"time":"7:30 am","region":"Los Angeles","address":"骑士酒店 (Knight's Inn)","full_address":"3633 N. Rosemead Blvd., Rosemead, CA 91770"},{"time":"8:00am","region":"Los Angeles","address":"Radisson Hotel Whittier(仅限酒店住宿客人)","full_address":"7320 Greenleaf Ave. Whittier, CA 90602"},{"time":"8:00am","region":"Los Angeles","address":"华泰饭店 (Comfort Suites Roesemead)","full_address":"9488 Valley Blvd., Rosemead, CA 91770"},{"time":"8:30am","region":"Los Angeles","address":"Double Tree Hotel Norwalk(仅限酒店住宿客人)","full_address":"13111 Sycamore Dr., Norwalk, CA 90650"},{"time":"8:30am","region":"Los Angeles","address":"Pacific Palm Resort（仅限酒店住宿客人）","full_address":"1 Industry Hills Pkwy, La Puente, CA"},{"time":"8:40am","region":"Los Angeles","address":"假日酒店 (Holiday Inn La Mirada)(仅限酒店住宿客人)","full_address":"14299 Firestone Blvd, La Mirada, CA, 90638"},{"time":"8:45am","region":"Los Angeles","address":"最佳西方集团 (Best Western Executive)","full_address":"18880 Gale Ave, Rowland Heights , CA 91748"},{"time":"9:00am","region":"Los Angeles","address":"富勒顿皇冠假日酒店(The Hotel Fullerton)(仅限酒店住宿客人)","full_address":"1500 S. Raymond Ave. Fullerton CA 92831"},{"time":"9:10am","region":"Los Angeles","address":"豪生酒店 (Howard Johnson Hotel)","full_address":"222 W. Houston Ave., Fullerton, CA 92832"}]
	111	1	4	[]	[{"time":"10:06pm","region":"Los Angeles","address":"豪生酒店 (Howard Johnson Hotel)","full_address":"222 W Houston Ave, Fullerton, CA 92832"},{"time":"10:06pm","region":"New Jersey","address":"Ramada Plaza Hotel Newark","full_address":"160 Frontage Road, Newark NJ 07114"},{"time":"10:06pm","region":"Los Angeles","address":"Pacific Palm Resort(仅限酒店住宿客人)","full_address":"1 Industry Hills Pkwy, La Puente, CA"},{"time":"10:21pm","region":"Los Angeles","address":"假日酒店 (Holiday Inn La Mirada)(仅限酒店住宿客人)","full_address":"14299 Firestone Blvd, La Mirada, CA 90638"},{"time":"10:21pm","region":"Los Angeles","address":"阿凯迪亚99大华(99 Ranch Market)","full_address":"1300 S Golden West Ave, Arcadia, CA 91007"},{"time":"10:21pm","region":"Los Angeles","address":"希尔顿酒店 (Hilton Hotel)(仅限酒店住宿客人)","full_address":"225 W.  Valley Blvd. San Gabriel, CA 91776"},{"time":"10:36pm","region":"Los Angeles","address":"喜瑞都市99大华超市 (99 Ranch Market Cerritos)","full_address":"17713 Pioneer Blvd, Artesia, CA 90701"},{"time":"10:36pm","region":"","address":"","full_address":""},{"time":"10:36pm","region":"Los Angeles","address":"骑士酒店 (Knight's Inn)","full_address":"3633 N. Rosemead Blvd., Rosemead, CA 91770"},{"time":"10:36pm","region":"Los Angeles","address":"Double Tree Norwalk(诺沃克希尔顿逸林酒店)(仅限酒店住宿客人)","full_address":"13111 Sycamore Dr, Norwalk, CA 90650"},{"time":"11:06pm","region":"Los Angeles","address":"Radisson Hotel Whittier(仅限酒店住宿客人)","full_address":"7320 Greenleaf Ave. Whittier, CA 90602"},{"time":"11:06pm","region":"New York","address":"Chinatown","full_address":"48 Bowery St, New York, N.Y. 10013"},{"time":"11:06pm","region":"Los Angeles","address":"华泰饭店 (Comfort Suites Roesemead)","full_address":"9488 Valley Blvd., Rosemead, CA 91770"},{"time":"11:06pm","region":"Los Angeles","address":"Radisson Hotel Whittier(惠提尔市雷迪森酒店)(仅限酒店住宿客人)","full_address":"7320 Greenleaf Ave. Whittier, CA 90602"},{"time":"11:36pm","region":"Los Angeles","address":"Double Tree Hotel Norwalk（仅限酒店住宿客人）","full_address":"13111 Sycamore Dr., Norwalk, CA 90650"},{"time":"11:36pm","region":"Los Angeles","address":"Pacific Palm Resort（仅限酒店住宿客人）","full_address":"1 Industry Hills Pkwy, La Puente, CA"},{"time":"11:46pm","region":"Los Angeles","address":"假日酒店 (Holiday Inn La Mirada)(仅限酒店住宿客人)","full_address":"14299 Firestone Blvd, La Mirada, CA, 90638"},{"time":"11:51pm","region":"Los Angeles","address":"最佳西方集团 (Best Western Executive)","full_address":"18880 Gale Ave, Rowland Heights , CA 91748"},{"time":"12:06am","region":"Los Angeles","address":"富勒顿皇冠假日酒店(The Hotel Fullerton)(仅限酒店住宿客人)","full_address":"1500 S. Raymond Ave. Fullerton CA 92831"},{"time":"12:16am","region":"Los Angeles","address":"豪生酒店 (Howard Johnson Hotel)","full_address":"222 W. Houston Ave., Fullerton, CA 92832"},{"time":"9:36pm","region":"Los Angeles","address":"尔湾99大华(99 Ranch Market Irvine)","full_address":"15333 Culvor Dr, #800, Irvine, CA 92604"},{"time":"9:36pm","region":"New Jersey","address":"Edison Hotel","full_address":"1173 King George Post Rd, Edison NY 08837"},{"time":"9:51pm","region":"Los Angeles","address":"The Hotel Fullerton(仅限酒店住宿客人)","full_address":"1500 S. Raymond Ave. Fullerton CA 92831"},{"time":"9:51pm","region":"Los Angeles","address":"最佳西方集团 (Best Western Executive)","full_address":""},{"time":"9:51pm","region":"","address":"","full_address":""},{"time":"9:51pm","region":"Los Angeles","address":"中国城老年公寓 (Chinatown Senior Citizen Center)","full_address":"600 N Broadway, Los Angeles, CA 90012"},{"time":"9:56pm","region":"Brooklyn","address":"Eye Solutions(Available from March 15)","full_address":"6001 8TH Ave, Brooklyn NY 11220"},{"time":"9:56pm","region":"Los Angeles","address":"Days Inn Fountain Valley 旁的停车场","full_address":"9125 Recreation Circle, Fountain Valley"},{"time":"9:56pm","region":"New York","address":"In front of HSBC Bank","full_address":"39-10 main st Flushing NY 11354"}]
