4016 | 741.00
10031 | 1684.76
11933 | 673.20
15255 | 4752.00
15459 | 3399.52
16533 | 1126.53
19355 | 1040.13
27289 | 55.28
28989 | 1110.57
29501 | 396.00
40680 | 4818.38
41136 | 2212.00
46721 | 5222.01
47634 | 704.00
52106 | 1137.63
58906 | 3329.96
59816 | 1664.33
69026 | 55.33
206383 | 399.50
217245 | 1565.40
220349 | 207.16
221833 | 218.59
232083 | 9626.91
256379 | 475.24
260765 | 798.75
261398 | 2915.80
390623 | 730.15
391139 | 316.70
391265 | 221.73
391730 | 1791.48
391821 | 342.40
391839 | 679.04
392000 | 426.75
392374 | 926.64
392442 | 316.88
392951 | 860.85
393298 | 2082.60
393497 | 876.00
394091 | 162.00
394453 | 460.00
394668 | 5432.80
394911 | 780.33
396221 | 2235.54
396257 | 805.83
396638 | 378.00
396670 | 800.50
396911 | 600.93
396961 | 1348.04
397002 | 900.00
397017 | 325.00
397029 | 500.95
397289 | 1457.24
397291 | 55.90
397490 | 23.00
397493 | 2403.20
397647 | 1504.80
397688 | 443.89
397720 | 114.95
397778 | 595.58
397963 | 1963.58
398158 | 965.60
398420 | 1132.78
398611 | 1170.45
398797 | 1994.85
398814 | 2169.88
398930 | 2053.00
399063 | 313.44
399448 | 396.00
399456 | 1984.55
399810 | 2054.95
399816 | 1150.00
400092 | 280.00
400170 | 1964.16
400401 | 376.81
400526 | 637.72
400828 | 1252.50
400879 | 2713.97
400890 | 119.70
401879 | 301.32
401958 | 151.80
402044 | 29.70
402116 | 2629.71
402133 | 2520.82
402196 | 1164.32
402437 | 1749.91
402595 | 114.84
403125 | 256.33
403662 | 3378.34
403682 | 1544.07
403715 | 2582.60
403901 | 2539.00
404223 | 977.20
404289 | 8273.28
404350 | 1222.32
404463 | 1378.36
404522 | 966.24
404929 | 4739.90
404940 | 5013.36
404999 | 2293.46
405230 | 198.00
405412 | 3462.90
405468 | 858.00
405555 | 988.00
405575 | 3617.25
405604 | 460.00
405777 | 3700.28
406024 | 612.00
406027 | 5652.80
406589 | 1608.69
406897 | 2001.55
406975 | 1469.85
407187 | 330.00
407274 | 1539.73
407329 | 717.95
407390 | 1415.00
407462 | 425.34
407652 | 1530.90
407833 | 3466.60
408106 | 2255.90
408133 | 659.80
408211 | 1433.88
408227 | 415.95
408370 | 294.85
408483 | 873.51
408517 | 2442.70
408527 | 80.00
408970 | 551.54
409005 | 795.19
409264 | 2.06
409274 | 1120.00
409324 | 89.00
409384 | 1168.20
409420 | 658.00
409537 | 64.95
409597 | 350.00
409756 | 3739.03
409770 | 1396.00
409828 | 851.40
409841 | 1113.95
410008 | 351.72
410017 | 2217.95
410021 | 6801.44
410247 | 6136.71
410313 | 4241.68
410697 | 1336.00
410779 | 2567.90
410983 | 4350.72
411022 | 1128.14
411034 | 1116.00
411129 | 999.55
411213 | 1377.50
411235 | 3915.74
411460 | 1285.02
411508 | 3510.34
411569 | 2221.93
411704 | 1396.95
411722 | 1591.64
411741 | 190.00
411764 | 5123.09
411862 | 102.00
412116 | 129.69
412280 | 211.20
412297 | 1316.85
412374 | 716.53
412380 | 1514.70
412550 | 1023.28
412647 | 584.00
412701 | 2266.71
412779 | 217.80
412888 | 1008.89
412936 | 2074.00
412941 | 1324.50
413019 | 2166.30
413409 | 1773.77
413783 | 10367.27
413940 | 8518.46
414074 | 4523.93
414102 | 217.46
414436 | 773.19
414464 | 1079.20
414605 | 92.58
414639 | 725.40
414870 | 1522.91
414874 | 196.00
414996 | 528.00
415014 | 220.55
415064 | 1007.50
415370 | 414.67
415408 | 90.00
415451 | 152.00
416068 | 795.40
416156 | 746.70
416474 | 1188.43
416696 | 1458.00
417173 | 363.59
417936 | 1713.58
418312 | 1071.60
418433 | 539.47
418639 | 432.00
418923 | 2449.62
419263 | 2913.42
419506 | 68.00
419533 | 960.39
419902 | 141.36
420158 | 420.00
420336 | 1480.94
420667 | 2200.38
420826 | 1607.52
420870 | 101.20
421003 | 1002.55
421060 | 1826.00
421342 | 34.80
421644 | 2073.16
421962 | 1835.82
422435 | 1505.40
422493 | 2474.69
422566 | 206.24
422815 | 400.00
422993 | 927.60
423160 | 261.36
423298 | 746.20
423314 | 701.65
423404 | 768.00
423632 | 136.00
423670 | 3024.00
424065 | 223.58
424166 | 4351.25
424279 | 1993.51
424317 | 372.60
424327 | 1097.00
424445 | 104.95
424632 | 6285.80
424740 | 1194.50
424842 | 1054.36
424865 | 69.08
424893 | 983.10
424901 | 318.00
425000 | 1284.23
425048 | 270.81
425185 | 1949.64
425354 | 918.08
425455 | 1230.90
425466 | 976.00
425561 | 834.49
425602 | 135.00
425909 | 1391.43
426022 | 1359.25
426194 | 1460.76
426205 | 1618.05
426341 | 352.00
426399 | 1652.70
426410 | 898.00
426558 | 836.58
426571 | 868.00
426577 | 1636.62
426805 | 3881.28
426907 | 1018.00
427101 | 2701.66
427243 | 149.46
427442 | 503.00
427463 | 1804.65
427502 | 2138.40
427737 | 914.08
427825 | 2453.85
427846 | 4026.85
427963 | 1246.53
428082 | 1309.46
428083 | 943.17
428202 | 2915.98
428223 | 3048.56
428252 | 851.40
428332 | 431.98
428344 | 560.00
428435 | 1397.11
428603 | 823.08
428619 | 2599.46
428747 | 8822.02
428811 | 1670.60
428874 | 3810.58
428899 | 2095.90
428901 | 4294.07
428923 | 1028.09
428980 | 1239.95
429115 | 560.60
429233 | 739.15
429241 | 681.39
429255 | 6282.21
429433 | 1596.00
429447 | 747.05
429629 | 851.32
429720 | 2566.88
429857 | 1361.85
429868 | 3218.54
429970 | 576.00
429990 | 953.92
430270 | 2496.20
430283 | 519.07
430383 | 1337.31
430404 | 1228.67
430519 | 1054.50
430574 | 68.00
430674 | 592.80
430758 | 2418.00
430897 | 3839.95
431078 | 638.00
431126 | 45.00
431137 | 1423.96
431377 | 1742.90
431391 | 67486.28
431442 | 1240.00
431669 | 247.65
431948 | 728.00
432716 | 1426.40
432865 | 191.08
432918 | 298.77
433033 | 680.00
433046 | 1108.00
433066 | 39.22
433101 | 1359.20
433154 | 5334.24
433386 | 2363.95
433550 | 7978.10
433593 | 3918.70
433597 | 2841.26
433677 | 3523.90
433760 | 191.68
433800 | 216.00
433851 | 779.82
433872 | 2051.40
434000 | 759.92
434009 | 1076.23
434265 | 1964.66
434447 | 745.60
434460 | 1183.50
